Day,Angle (deg),X,Y
233,229.45054945054946,-35.70750111666522,-41.73511929641874
234,230.43956043956044,-35.40195962134328,-42.85382840056344
235,231.42857142857144,-35.07026719781246,-43.976724097290145
236,232.41758241758242,-34.712052008666625,-45.10314305415132
237,233.4065934065934,-34.32696420964916,-46.232410502313975
238,234.3956043956044,-33.914676028394894,-47.36384093944979
239,235.3846153846154,-33.47488182284256,-48.49673881617287
240,236.3736263736264,-33.00729812104823,-49.63039920590883
241,237.36263736263737,-32.51166364406052,-50.76410845816047
242,238.35164835164835,-31.98773931344613,-51.89714483521572
243,239.34065934065936,-31.435308244985926,-53.02877913241286
244,240.32967032967034,-30.854175729989908,-54.15827528214383
245,241.31868131868134,-30.244169205612245,-55.28489094183775
246,242.30769230769232,-29.605138215478753,-56.40787806621982
247,243.2967032967033,-28.936954361872374,-57.52648346419339
248,244.2857142857143,-28.239511250658335,-58.639949340737374
249,245.27472527472528,-27.512724430065127,-59.74751382425384
250,246.26373626373626,-26.756531324375793,-60.84841147984027
251,247.25274725274727,-25.9708911635238,-61.94187380899382
252,248.24175824175825,-25.15578490952715,-63.02712973628902
253,249.23076923076923,-24.31121518063753,-64.10340608359868
254,250.21978021978023,-23.437206174024542,-65.16992803245495
255,251.2087912087912,-22.533803587760357,-66.22591957517108
256,252.19780219780222,-21.60107454281553,-67.27060395536795
257,253.1868131868132,-20.639107505726493,-68.30320409856931
258,254.17582417582418,-19.64801221254163,-69.32294303354794
259,255.16483516483518,-18.627919594604407,-70.32904430512339
260,256.1538461538462,-17.578981706682654,-71.32073237912674
261,257.14285714285717,-16.501371657903988,-72.29723304026331
262,258.13186813186815,-15.395283545910857,-73.25777378361697
263,259.1208791208791,-14.260932394601669,-74.20158420055307
264,260.1098901098901,-13.098554095777173,-75.12789635978831
265,261.09890109890114,-11.908405354965776,-76.03594518440636
266,262.0879120879121,-10.690763641655845,-76.92496882560897
267,263.0769230769231,-9.445927144115453,-77.79420903400087
268,264.0659340659341,-8.174214728936487,-78.64291152921606
269,265.05494505494505,-6.875965905391139,-79.47032636870043
270,266.04395604395603,-5.551540794643502,-80.27570831647408
271,267.03296703296706,-4.201320103810951,-81.05831721270256
272,268.02197802197804,-2.8257051048223403,-81.81741834491294
273,269.010989010989,-1.4251176179693932,-82.5522828216954
274,270.0,-1.52950157943975e-14,-83.2621879497364
275,270.989010989011,1.4491848634518438,-83.9464176150326
276,271.978021978022,2.9219535613565295,-84.60426266913743
277,272.967032967033,4.417802157010467,-85.23502132129515
278,273.95604395604397,5.936206184358303,-85.83799953731592
279,274.94505494505495,7.476620641339801,-86.41251144604675
280,275.9340659340659,9.038479980748518,-86.9578797542892
281,276.9230769230769,10.621198099150105,-87.4734361710126
282,277.91208791208794,12.224168324473133,-87.95852184170418
283,278.9010989010989,13.846763402951321,-88.4124877936914
284,279.8901098901099,15.488335486168607,-88.83469539325996
285,280.8791208791209,17.14821611902538,-89.2245168153804
286,281.86813186813185,18.825716229524236,-89.58133552683807
287,282.8571428571429,20.520126121348156,-89.90454678354502
288,283.84615384615387,22.230715470284817,-90.19355814278788
289,284.83516483516485,23.956733325635565,-90.44778999114133
290,285.8241758241758,25.697408117830584,-90.6666760887443
291,286.8131868131868,27.45194767356345,-90.84966413060262
292,287.80219780219784,29.21953923984813,-90.99621632553982
293,288.7912087912088,30.999349518494974,-91.10580999337216
294,289.7802197802198,32.790524712600536,-91.17793818083138
295,290.7692307692308,34.592190586741246,-91.21211029669995
296,291.75824175824175,36.40345254266392,-91.20785276655671
297,292.7472527472528,38.22339571236582,-91.16470970745657
298,293.73626373626377,40.05108507055959,-91.08224362278574
299,294.72527472527474,41.88556556862241,-90.96003611744207
300,295.7142857142857,43.72586229222876,-90.79768863338857
301,296.7032967032967,45.57098064496993,-90.594823205517
302,297.6923076923077,47.41990656036197,-90.35108323763595
303,298.6813186813187,49.27160674474022,-90.06613429826348
304,299.6703296703297,51.125028953631436,-89.73966493575983
305,300.65934065934067,52.97910230428283,-89.37138751217529
306,301.64835164835165,54.832737627105246,-88.9610390550194
307,302.6373626373626,56.68482785886383,-88.50838212597004
308,303.62637362637366,58.534248480508076,-88.01320570534513
309,304.61538461538464,60.37985800258583,-87.47532609094519
310,305.6043956043956,62.220498501221755,-86.89458780964839
311,306.5934065934066,64.0549962076592,-86.27086453990086
312,307.5824175824176,65.88216215436746,-85.60406004298835
313,308.57142857142856,67.70079288069562,-84.89410910070988
314,309.5604395604396,69.5096712010099,-84.14097845679187
315,310.54945054945057,71.30756703818103,-83.34466775909172
316,311.53846153846155,73.09323832518865,-82.50521049933525
317,312.5274725274725,74.86543197747449,-81.62267494682501
318,313.5164835164835,76.62288493851032,-80.6971650722362
319,314.50549450549454,78.36432530083843,-79.72882145729776
320,315.4945054945055,80.08847350459403,-78.71782218583289
321,316.4835164835165,81.79404361522948,-77.6643837113119
322,317.4725274725275,83.479744681819,-76.56876169575682
323,318.46153846153845,85.14428217694068,-75.43125181453098
324,319.4505494505495,86.78635951869417,-74.25219052125719
325,320.43956043956047,88.40467967492891,-73.03195576683812
326,321.42857142857144,89.99794684922003,-71.770967666306
327,322.4175824175824,91.56486824754283,-70.46968910701828
328,323.4065934065934,93.10415592396107,-69.12862629153717
329,324.39560439560444,94.61452870296206,-67.7483292084018
330,325.3846153846154,96.09471417534719,-66.32939202391974
331,326.3736263736264,97.54345076382204,-64.87245338808285
332,327.3626373626374,98.95948985363431,-63.37819664775347
333,328.35164835164835,100.34159798278819,-61.8473499603786
334,329.34065934065933,101.68855908552364,-60.2806863016771
335,330.32967032967036,102.99917678190579,-58.679023361015226
336,331.31868131868134,104.27227670552789,-57.04322331854046
337,332.3076923076923,105.50670886050695,-55.37419249858532
338,333.2967032967033,106.70134999815626,-53.672880894391234
339,334.2857142857143,107.85510600296486,-51.940281559823426
340,335.2747252747253,108.96691427682376,-50.17742986446721
341,336.2637362637363,110.03574610981143,-48.38540260929685
342,337.25274725274727,111.06060902532217,-46.56531700099314
343,338.24175824175825,112.040549086882,-44.718329483948224
344,339.2307692307692,112.97465315368288,-42.84563443002134
345,340.2197802197802,113.86205107167159,-40.9484626871938
346,341.20879120879124,114.70191778697698,-39.0280799893974
347,342.1978021978022,115.49347536855166,-37.085785230947664
348,343.1868131868132,116.23599492714897,-35.122908610179785
349,344.1758241758242,116.92879841815723,-33.140809648055
350,345.16483516483515,117.57126031637081,-31.14087508864558
351,346.1538461538462,118.16280915149053,-29.124516689514675
352,347.14285714285717,118.70292889400606,-27.093168911054782
353,348.13186813186815,119.19116018211429,-25.048286514817576
354,349.1208791208791,119.62710138145621,-22.9913420817556
355,350.1098901098901,120.01040947069767,-20.923823462062032
356,351.09890109890114,120.3408007473167,-18.847231168951307
357,352.0879120879121,120.61805134937492,-16.763075729242164
358,353.0769230769231,120.84199759051991,-14.672875003980517
359,354.0659340659341,121.01253610696673,-12.578151492573397
360,355.05494505494505,121.12962381671868,-10.48042963398028
361,356.0439560439561,121.19327769278281,-8.38123311843716
362,357.03296703296706,121.20357435359679,-6.2820822229666735
363,358.02197802197804,121.1606494752845,-4.18449118355968
364,359.010989010989,121.06469703167976,-2.089965616415779
365,360.0,120.91596836928296,-2.9615870725848996e-14
